bread,onion,bread,grape_juice,bread
corn,onion,corn,crackers,corn
potato_chips,crackers,orange_juice,jelly,crackers
corn,coke,orange_juice,corn,corn
onion,apple,crackers,coke,apple
potato_chips,potato_chips,jelly,bread,potato_chips
onion,apple,cereal,jelly,apple
bread,bread,orange,potato_chips,bread
grape_juice,crackers,potato_chips,jelly,jelly
orange_juice,grape_juice,corn,jelly,grape_juice
coke,apple,cereal,coke,coke
grape_juice,onion,jelly,corn,jelly
orange_juice,potato_chips,grape_juice,onion,grape_juice
jelly,bread,coke,jelly,jelly
grape_juice,orange_juice,potato_chips,cereal,orange_juice
grape_juice,orange_juice,orange,jelly,orange_juice
potato_chips,coke,potato_chips,onion,potato_chips
coke,crackers,onion,orange_juice,orange_juice
onion,crackers,onion,coke,onion
orange,cereal,orange,corn,orange
bread,apple,crackers,grape_juice,crackers
apple,apple,onion,corn,apple
bread,jelly,apple,onion,jelly
cereal,potato_chips,onion,orange,potato_chips
grape_juice,apple,orange_juice,crackers,orange_juice
jelly,coke,bread,potato_chips,bread
onion,onion,corn,crackers,onion
crackers,orange_juice,potato_chips,jelly,potato_chips
orange,orange_juice,grape_juice,coke,orange_juice
potato_chips,jelly,orange_juice,grape_juice,jelly
grape_juice,crackers,coke,potato_chips,coke
orange,onion,potato_chips,jelly,onion
orange_juice,onion,grape_juice,crackers,grape_juice
grape_juice,grape_juice,jelly,cereal,grape_juice
onion,apple,crackers,grape_juice,apple
jelly,onion,apple,potato_chips,apple
potato_chips,cereal,potato_chips,corn,potato_chips
cereal,cereal,onion,apple,cereal
apple,jelly,onion,cereal,onion
bread,cereal,orange,apple,cereal
orange,coke,potato_chips,grape_juice,grape_juice
cereal,cereal,potato_chips,corn,cereal
bread,orange_juice,corn,jelly,jelly
grape_juice,grape_juice,onion,corn,grape_juice
jelly,crackers,potato_chips,jelly,jelly
potato_chips,crackers,onion,potato_chips,potato_chips
grape_juice,orange,bread,orange_juice,orange_juice
onion,orange_juice,onion,orange,onion
onion,cereal,crackers,onion,onion
grape_juice,onion,grape_juice,orange_juice,grape_juice
bread,cereal,coke,bread,bread
apple,corn,apple,jelly,apple
orange_juice,orange_juice,potato_chips,coke,orange_juice
apple,orange_juice,cereal,orange,orange
bread,crackers,onion,coke,crackers
coke,cereal,potato_chips,coke,coke
