"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Input.image_url2","Input.image_url3","Input.image_url4","Answer.categories","Approve","Reject"
"3VP28W7DUOKTP4E98SBITA0CSTAZFQ","3164SQ54U4WAV777IKU2TD0BFNNX7F","Choose the best place to put the object","Choose the best place to put the object","Object Placement, Object Similarity","$0.01","Tue Nov 20 13:35:35 PST 2018","1","BatchId:214384;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 27 13:35:35 PST 2018","","","34QN5IT0T0RPUOWQMNXM23CLWNN08E","A15WI5C6HF1QXZ","Submitted","Mon Nov 26 08:51:27 PST 2018","Mon Nov 26 08:51:43 PST 2018","Thu Nov 29 08:51:43 PST 2018","","","","16","100% (18/18)","100% (18/18)","100% (3/3)","chocolate syrup","tomato paste","bowl","salt_1","Top"
"32FESTC2NIQ50T0PB3M94C0UTY3UCL","3164SQ54U4WAV777IKU2TD0BFNNX7F","Choose the best place to put the object","Choose the best place to put the object","Object Placement, Object Similarity","$0.01","Tue Nov 20 13:35:35 PST 2018","1","BatchId:214384;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 27 13:35:35 PST 2018","","","3OHYZ19UGD5OGTHOL6JBOVEYKE3AOI","A15WI5C6HF1QXZ","Submitted","Mon Nov 26 09:06:09 PST 2018","Mon Nov 26 09:06:16 PST 2018","Thu Nov 29 09:06:16 PST 2018","","","","7","100% (18/18)","100% (18/18)","100% (3/3)","cereal_2","toilet paper","gum","salt_1","Middle"
"3CKVGCS3PH55ROD5AIYPUAG5ZCLS0A","3164SQ54U4WAV777IKU2TD0BFNNX7F","Choose the best place to put the object","Choose the best place to put the object","Object Placement, Object Similarity","$0.01","Tue Nov 20 13:35:35 PST 2018","1","BatchId:214384;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 27 13:35:35 PST 2018","","","3907X2AHF15HWQYLNR3B7D0QIUKP2I","AVVS9C346YQDG","Approved","Tue Nov 20 14:05:33 PST 2018","Tue Nov 20 14:05:50 PST 2018","Fri Nov 23 14:05:50 PST 2018","2018-11-23 22:06:05 UTC","","","17","100% (207/207)","100% (207/207)","100% (207/207)","chocolate syrup","toilet paper","salt_1","nut","Middle"
"3R0WOCG21N9F5L63BZHKOIICEYFUDL","3164SQ54U4WAV777IKU2TD0BFNNX7F","Choose the best place to put the object","Choose the best place to put the object","Object Placement, Object Similarity","$0.01","Tue Nov 20 13:35:35 PST 2018","1","BatchId:214384;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 27 13:35:35 PST 2018","","","3I33IC7ZWG2A9MSJY8LEHIBVJ97A2C","A15WI5C6HF1QXZ","Submitted","Mon Nov 26 08:53:02 PST 2018","Mon Nov 26 08:53:08 PST 2018","Thu Nov 29 08:53:08 PST 2018","","","","6","100% (18/18)","100% (18/18)","100% (3/3)","chocolate syrup","tomato paste","salt_1","nut","Top"
"3RHLQY6EDU4GONCOWTQ2BEKIFLS4D9","3164SQ54U4WAV777IKU2TD0BFNNX7F","Choose the best place to put the object","Choose the best place to put the object","Object Placement, Object Similarity","$0.01","Tue Nov 20 13:35:35 PST 2018","1","BatchId:214384;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 27 13:35:35 PST 2018","","","3EQHHY4HQTS3IAO92RFMBBPA1EB5GK","A15WI5C6HF1QXZ","Submitted","Mon Nov 26 09:00:41 PST 2018","Mon Nov 26 09:00:46 PST 2018","Thu Nov 29 09:00:46 PST 2018","","","","5","100% (18/18)","100% (18/18)","100% (3/3)","cereal_2","gum","salt_1","nut","Bottom"
"3V7ICJJAZBGN9QE4IXZWGOWIC0G4B2","3164SQ54U4WAV777IKU2TD0BFNNX7F","Choose the best place to put the object","Choose the best place to put the object","Object Placement, Object Similarity","$0.01","Tue Nov 20 13:35:35 PST 2018","1","BatchId:214384;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 27 13:35:35 PST 2018","","","3180JW2OT5CD9CEAAX0P8OHQT55J5D","AVVS9C346YQDG","Approved","Tue Nov 20 13:54:38 PST 2018","Tue Nov 20 13:54:54 PST 2018","Fri Nov 23 13:54:54 PST 2018","2018-11-23 21:55:05 UTC","","","16","100% (207/207)","100% (207/207)","100% (207/207)","toilet paper","gum","salt_1","nut","Top"
"3TX9T2ZCBA1V0Q04YHLIXYMCNW0WZL","3164SQ54U4WAV777IKU2TD0BFNNX7F","Choose the best place to put the object","Choose the best place to put the object","Object Placement, Object Similarity","$0.01","Tue Nov 20 13:35:35 PST 2018","1","BatchId:214384;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 27 13:35:35 PST 2018","","","3C5W7UE9CGQCC345J0WCGZ0RQYAMXU","AVVS9C346YQDG","Approved","Tue Nov 20 15:26:35 PST 2018","Tue Nov 20 15:26:47 PST 2018","Fri Nov 23 15:26:47 PST 2018","2018-11-23 23:27:05 UTC","","","12","100% (207/207)","100% (207/207)","100% (207/207)","chocolate syrup","cereal_2","gum","nut","Middle"
"3G57RS03HI5BHWI8D9PVKNZSIQY253","3164SQ54U4WAV777IKU2TD0BFNNX7F","Choose the best place to put the object","Choose the best place to put the object","Object Placement, Object Similarity","$0.01","Tue Nov 20 13:35:35 PST 2018","1","BatchId:214384;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 27 13:35:35 PST 2018","","","3SB4CE2TJWVBA2VGMX67785RWI7XA9","A15WI5C6HF1QXZ","Submitted","Mon Nov 26 08:21:26 PST 2018","Mon Nov 26 08:22:54 PST 2018","Thu Nov 29 08:22:54 PST 2018","","","","88","100% (18/18)","100% (18/18)","100% (3/3)","chocolate syrup","cereal_2","tomato paste","gum","Top"
"34YWR3PJ29ADN5Z44S4CTIXXERNX0N","3164SQ54U4WAV777IKU2TD0BFNNX7F","Choose the best place to put the object","Choose the best place to put the object","Object Placement, Object Similarity","$0.01","Tue Nov 20 13:35:35 PST 2018","1","BatchId:214384;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 27 13:35:35 PST 2018","","","3YZ8UPK3VUM7MDYJ16RBTWWB22PUCS","AVVS9C346YQDG","Approved","Tue Nov 20 14:02:19 PST 2018","Tue Nov 20 14:02:29 PST 2018","Fri Nov 23 14:02:29 PST 2018","2018-11-23 22:03:05 UTC","","","10","100% (207/207)","100% (207/207)","100% (207/207)","chocolate syrup","cereal_2","tomato paste","bowl","Middle"
"3R868ACW4TCZ34A4JCH0BV0OT8AZGP","3164SQ54U4WAV777IKU2TD0BFNNX7F","Choose the best place to put the object","Choose the best place to put the object","Object Placement, Object Similarity","$0.01","Tue Nov 20 13:35:35 PST 2018","1","BatchId:214384;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 27 13:35:35 PST 2018","","","3NKQQ8O39Z5HR54X12MMD2ETN21UDS","AVVS9C346YQDG","Approved","Tue Nov 20 14:03:04 PST 2018","Tue Nov 20 14:03:13 PST 2018","Fri Nov 23 14:03:13 PST 2018","2018-11-23 22:04:05 UTC","","","9","100% (207/207)","100% (207/207)","100% (207/207)","chocolate syrup","tomato paste","toilet paper","salt_1","Top"
