grape_juice,onion,jelly,corn,Middle
bread,apple,crackers,grape_juice,Middle
potato_chips,crackers,orange_juice,jelly,Top
potato_chips,coke,crackers,cereal_2,Middle
apple,jelly,bread,corn,Bottom
grape_juice,onion,grape_juice,orange_juice,Middle
apple,jelly,bread,crackers,Top
grape_juice,orange,bread,onion,Top
jelly,coke,cereal_2,onion,Top
jelly,coke,bread,potato_chips,Middle
orange_juice,onion,grape_juice,crackers,Middle
apple,crackers,onion,orange_juice,Middle
bread,cereal_2,crackers,corn,Top
jelly,corn,potato_chips,orange,Bottom
jelly,crackers,grape_juice,potato_chips,Middle
grape_juice,apple,corn,potato_chips,Top
orange_juice,potato_chips,grape_juice,jelly,Middle
bread,cereal_2,crackers,corn,Bottom
cereal_2,bread,jelly,apple,Top
corn,apple,onion,corn,Bottom
potato_chips,onion,corn,crackers,Bottom
potato_chips,crackers,onion,potato_chips,Bottom
corn,cereal_2,orange_juice,onion,Top
coke,crackers,apple,corn,Bottom
cereal_2,orange_juice,onion,bread,Bottom
coke,cereal_2,potato_chips,coke,Bottom
grape_juice,jelly,coke,cereal_2,Middle
bread,cereal_2,orange_juice,jelly,Top
grape_juice,onion,apple,orange_juice,Bottom
potato_chips,orange_juice,potato_chips,orange,Middle
apple,coke,potato_chips,onion,Bottom
bread,orange,cereal_2,grape_juice,Middle
cereal_2,cereal_2,orange,corn,Top
bread,bread,coke,jelly,Top
cereal_2,potato_chips,onion,orange,Top
cereal_2,apple,orange_juice,crackers,Top
bread,jelly,orange_juice,apple,Top
coke,orange,crackers,potato_chips,Bottom
coke,onion,orange_juice,corn,Middle
bread,potato_chips,grape_juice,orange,Top
grape_juice,orange_juice,potato_chips,jelly,Bottom
orange,onion,potato_chips,jelly,Top
orange_juice,potato_chips,cereal_2,bread,Top
potato_chips,cereal_2,potato_chips,corn,Middle
apple,cereal_2,bread,corn,Top
onion,orange_juice,onion,orange,Middle
orange,grape_juice,orange_juice,corn,Top
apple,orange_juice,coke,bread,Top
cereal_2,potato_chips,grape_juice,onion,Top
orange,grape_juice,bread,jelly,Middle
corn,jelly,coke,cereal_2,Bottom
jelly,crackers,apple,corn,Middle
orange_juice,apple,cereal_2,coke,Top
corn,grape_juice,orange,apple,Middle
apple,bread,jelly,apple,Bottom
orange,crackers,onion,coke,Bottom
apple,bread,cereal_2,orange_juice,Bottom
orange_juice,apple,cereal_2,coke,Bottom
potato_chips,orange_juice,onion,orange,Top
cereal_2,cereal_2,potato_chips,corn,Top
apple,grape_juice,potato_chips,corn,Bottom
cereal_2,crackers,bread,corn,Middle
orange,orange_juice,coke,onion,Bottom
grape_juice,corn,orange,jelly,Middle
corn,onion,orange,coke,Top
orange_juice,apple,cereal_2,jelly,Middle
bread,coke,potato_chips,onion,Middle
apple,grape_juice,onion,corn,Top
orange,grape_juice,orange_juice,potato_chips,Bottom
bread,orange,onion,crackers,Bottom
potato_chips,cereal_2,orange,apple,Top
orange,onion,corn,crackers,Top
jelly,potato_chips,corn,onion,Top
cereal_2,jelly,bread,cereal_2,Bottom
onion,crackers,orange,grape_juice,Middle
orange,onion,corn,crackers,Top
potato_chips,apple,onion,crackers,Bottom
cereal_2,orange,onion,crackers,Bottom
orange_juice,bread,orange,jelly,Bottom
coke,corn,crackers,orange,Middle
cereal_2,potato_chips,onion,orange,Top
jelly,bread,orange,crackers,Top
bread,jelly,bread,corn,Middle
apple,bread,jelly,apple,Bottom
coke,corn,crackers,grape_juice,Bottom
bread,grape_juice,jelly,cereal_2,Middle
onion,coke,crackers,cereal_2,Bottom
orange,orange,potato_chips,apple,Middle
grape_juice,corn,crackers,orange,Bottom
corn,coke,orange_juice,corn,Bottom
jelly,orange_juice,onion,orange,Top
apple,onion,orange_juice,corn,Middle
bread,coke,orange_juice,corn,Bottom
corn,apple,potato_chips,grape_juice,Top
orange_juice,jelly,crackers,onion,Middle
cereal_2,cereal_2,orange,corn,Top
orange,orange,cereal_2,grape_juice,Top
cereal_2,coke,potato_chips,onion,Middle
cereal_2,jelly,corn,cereal_2,Bottom
orange_juice,jelly,potato_chips,coke,Middle
orange_juice,grape_juice,jelly,orange,Top
coke,cereal_2,onion,apple,Top
orange_juice,jelly,crackers,onion,Top
orange,corn,crackers,potato_chips,Top
apple,orange_juice,potato_chips,onion,Bottom
orange_juice,corn,orange,grape_juice,Bottom
orange,corn,orange,jelly,Middle
orange_juice,onion,orange_juice,corn,Middle
orange,cereal_2,potato_chips,coke,Top
grape_juice,coke,potato_chips,grape_juice,Bottom
apple,crackers,coke,orange,Bottom
orange_juice,onion,orange_juice,corn,Middle
cereal_2,grape_juice,orange,apple,Bottom
coke,jelly,bread,corn,Bottom
jelly,crackers,grape_juice,potato_chips,Middle
orange,orange,bread,onion,Top
jelly,crackers,potato_chips,jelly,Bottom
onion,jelly,orange,potato_chips,Middle
coke,coke,crackers,bread,Top
jelly,bread,cereal_2,orange_juice,Bottom
corn,onion,apple,potato_chips,Bottom
apple,orange,bread,coke,Top
orange_juice,potato_chips,grape_juice,orange,Bottom
cereal_2,onion,grape_juice,orange,Middle
grape_juice,apple,cereal_2,jelly,Middle
jelly,cereal_2,coke,bread,Top
apple,apple,potato_chips,coke,Top
apple,coke,orange_juice,orange,Middle
orange_juice,apple,bread,potato_chips,Top
grape_juice,orange_juice,coke,onion,Top
bread,cereal_2,potato_chips,corn,Top
onion,apple,crackers,coke,Top
apple,orange_juice,potato_chips,onion,Bottom
bread,grape_juice,corn,jelly,Middle
bread,bread,orange_juice,apple,Top
grape_juice,orange_juice,potato_chips,coke,Bottom
apple,cereal_2,crackers,corn,Bottom
bread,coke,bread,apple,Middle
grape_juice,corn,apple,orange,Middle
cereal_2,potato_chips,onion,orange,Top
orange_juice,grape_juice,orange,apple,Top
cereal_2,bread,orange,jelly,Bottom
grape_juice,orange_juice,potato_chips,cereal_2,Top
orange,orange,potato_chips,cereal_2,Top
orange,apple,coke,grape_juice,Top
orange,coke,orange_juice,corn,Middle
orange_juice,onion,bread,corn,Bottom
bread,coke,corn,onion,Middle
grape_juice,potato_chips,jelly,bread,Middle
onion,coke,bread,apple,Top
crackers,orange,cereal_2,bread,Top
crackers,onion,corn,cereal_2,Bottom
orange_juice,coke,potato_chips,orange,Top
coke,jelly,bread,corn,Top
cereal_2,orange,bread,orange_juice,Middle
onion,apple,onion,crackers,Middle
potato_chips,onion,orange_juice,corn,Top
corn,jelly,bread,cereal_2,Top
crackers,grape_juice,jelly,coke,Middle
crackers,jelly,cereal_2,crackers,Bottom
jelly,orange,corn,orange_juice,Bottom
onion,bread,orange,crackers,Top
jelly,potato_chips,corn,onion,Top
apple,orange_juice,coke,bread,Bottom
coke,grape_juice,corn,jelly,Bottom
cereal_2,apple,grape_juice,onion,Top
orange,orange_juice,coke,bread,Top
corn,orange_juice,coke,jelly,Bottom
bread,onion,orange,cereal_2,Middle
crackers,apple,corn,bread,Bottom
potato_chips,onion,jelly,corn,Bottom
grape_juice,potato_chips,corn,onion,Top
orange,apple,coke,grape_juice,Top
potato_chips,bread,corn,potato_chips,Bottom
coke,orange,apple,orange_juice,Bottom
crackers,coke,cereal_2,onion,Middle
corn,corn,bread,orange,Middle
crackers,orange_juice,potato_chips,onion,Top
orange,orange_juice,corn,bread,Top
apple,jelly,orange,potato_chips,Top
coke,apple,jelly,crackers,Middle
onion,orange_juice,corn,jelly,Middle
cereal_2,cereal_2,bread,corn,Top
potato_chips,jelly,orange_juice,grape_juice,Top
jelly,apple,cereal_2,corn,Middle
potato_chips,apple,cereal_2,potato_chips,Bottom
bread,cereal_2,coke,orange,Top
orange_juice,onion,apple,potato_chips,Bottom
orange_juice,apple,onion,bread,Top
grape_juice,onion,apple,potato_chips,Middle
corn,grape_juice,coke,orange,Bottom
jelly,apple,bread,potato_chips,Middle
orange_juice,grape_juice,onion,corn,Top
coke,cereal_2,orange,apple,Top
jelly,onion,coke,jelly,Bottom
onion,bread,corn,potato_chips,Middle
grape_juice,orange_juice,potato_chips,coke,Top
corn,crackers,corn,coke,Middle
